n_samples,n_features,sg_mean,sg_cardinality,sg_rule,best_rule,best_rule_idx,f1,precision,recall,seed,runtime
100000,25,40523.598363257726,10919,X_11==0 AND X_0==2 AND X_8==1 AND X_2==4,X_0 = 2.00 AND X_2 = 4.00 AND X_8 AND NOT X_11,1,0.9607567091948966,0.924477182287698,1.0,32,134.02357721328735
300000,25,29617.5299250646,32719,X_8==1 AND X_1==16 AND X_0==2 AND X_7==1,X_0 <= 2.00 AND X_1 = 16.00 AND X_7 AND X_8,0,0.9597829275447346,0.9226756154648768,1.0,32,173.61344408988953
1000000,25,26871.03709870015,122514,X_16==1 AND X_3==4 AND X_7==1 AND X_6==1,X_3 = 4.00 AND X_6 AND X_7 AND X_16,0,1.0,1.0,1.0,32,359.1512358188629
1000,25,42335.33917241765,114,X_5==1 AND X_6==0 AND X_19==0 AND X_3==8,X_3 = 8.00 AND NOT X_6 AND NOT X_19,4,0.9421487603305784,0.890625,1.0,33,134.95663118362427
3000,25,37505.16531162881,369,X_19==1 AND X_23==1 AND X_4==2 AND X_7==1,X_4 = 2.00 AND X_19 AND X_23,3,0.9306431273644388,0.8702830188679245,1.0,33,134.43884205818176
10000,25,40671.58711338512,1231,X_21==1 AND X_5==0 AND X_14==0 AND X_0==16,X_0 = 16.00 AND NOT X_5 AND NOT X_14 AND X_21,1,1.0,1.0,1.0,33,135.09393286705017
30000,25,39690.463229021385,4642,X_12==1 AND X_9==0 AND X_16==1 AND X_17==0,NOT X_9 AND X_12 AND X_16 AND NOT X_17,1,1.0,1.0,1.0,33,135.92903900146484
100000,25,38799.91264299104,12323,X_1==2 AND X_19==0 AND X_15==0 AND X_18==1,X_1 = 2.00 AND NOT X_15 AND X_18 AND NOT X_19,0,1.0,1.0,1.0,33,129.0682966709137
300000,25,39019.53366877055,36828,X_6==1 AND X_15==0 AND X_10==1 AND X_2==16,X_2 = 16.00 AND X_6 AND X_10 AND NOT X_15,0,1.0,1.0,1.0,33,172.38278460502625
1000000,25,47596.49143307457,122372,X_9==0 AND X_16==1 AND X_24==0 AND X_3==8,X_24,0,0.0,0.0,0.0,33,359.4474239349365
1000,25,41762.854675804825,107,X_2==8 AND X_21==0 AND X_3==16 AND X_12==0,X_2 = 8.00 AND X_3 = 16.00 AND NOT X_21,4,0.9511111111111112,0.9067796610169492,1.0,34,136.72354316711426
3000,25,28487.819842606288,368,X_11==0 AND X_3==16 AND X_17==1 AND X_8==1,X_3 = 16.00 AND X_8 AND NOT X_11 AND X_17,0,1.0,1.0,1.0,34,135.7998244762421
10000,25,42314.34716431702,1207,X_13==0 AND X_5==1 AND X_3==4 AND X_11==1,X_3 = 4.00 AND X_5 AND X_11 AND NOT X_13,1,1.0,1.0,1.0,34,135.54623532295227
30000,25,29037.16912787183,4737,X_12==0 AND X_20==0 AND X_15==0 AND X_22==0,NOT X_12 AND NOT X_15 AND NOT X_20 AND NOT X_22,0,1.0,1.0,1.0,34,138.16601133346558
100000,25,41251.08316331627,15774,X_14==1 AND X_13==1 AND X_15==0 AND X_11==0,NOT X_11 AND X_13 AND X_14 AND NOT X_15,1,1.0,1.0,1.0,34,134.1183717250824
300000,25,42334.31043742364,32690,X_3==2 AND X_15==0 AND X_22==0 AND X_1==8,X_1 = 8.00 AND X_3 = 2.00 AND NOT X_15 AND NOT X_22,0,0.9602984592335826,0.9236289661797532,1.0,34,180.87293601036072
1000000,25,41881.1246382055,155999,X_12==1 AND X_5==0 AND X_13==0 AND X_23==0,NOT X_5 AND X_12 AND NOT X_13 AND NOT X_23,1,1.0,1.0,1.0,34,361.67023062706
1000,25,39740.03024407843,168,X_7==0 AND X_9==1 AND X_14==1 AND X_17==0,NOT X_7 AND X_9 AND X_14 AND NOT X_17,0,1.0,1.0,1.0,35,134.93402433395386
3000,25,39331.96414016455,472,X_20==1 AND X_19==0 AND X_17==1 AND X_15==0,NOT X_15 AND X_17 AND NOT X_19 AND X_20,0,1.0,1.0,1.0,35,135.5581488609314
10000,25,47564.929262934296,1216,X_11==0 AND X_3==4 AND X_12==1 AND X_19==0,X_3 = 4.00 AND X_4 >= 2.00 AND X_8 AND X_17,0,0.2603211009174312,0.4299242424242424,0.1866776315789473,35,135.95113396644592
30000,25,45065.85760197371,3289,X_0==4 AND X_2==8 AND X_9==1 AND X_19==1,X_0 = 4.00 AND X_2 = 8.00 AND X_9 AND X_19,1,1.0,1.0,1.0,35,137.9035816192627
100000,25,45413.03188884102,15549,X_9==0 AND X_12==0 AND X_5==1 AND X_21==0,X_5 AND NOT X_9 AND NOT X_12 AND NOT X_21,1,1.0,1.0,1.0,35,134.54952907562256
300000,25,26571.282664816936,47002,X_19==1 AND X_13==1 AND X_24==1 AND X_12==0,NOT X_12 AND X_13 AND X_19 AND X_24,0,1.0,1.0,1.0,35,180.09295773506165
1000000,25,35674.164967878336,122690,X_22==1 AND X_15==1 AND X_3==1 AND X_20==1,X_3 = 1.00 AND X_15 AND X_20 AND X_22,0,1.0,1.0,1.0,35,361.7989466190338
1000,25,33899.990129128666,145,X_20==0 AND X_6==0 AND X_9==1 AND X_16==1,NOT X_6 AND X_9 AND X_16 AND NOT X_20,0,1.0,1.0,1.0,36,136.23754620552063
3000,25,46538.65136541198,357,X_14==0 AND X_17==1 AND X_1==4 AND X_23==1,X_1 = 4.00 AND NOT X_14 AND X_23,4,0.9212903225806452,0.854066985645933,1.0,36,135.17286491394043
